Username,Name,Joining Year,Repositories,Total Contributions,Total Commits,Stars,Followers,Total Collaborations,Documentation Score,Total Forks,Total Issues,Total PR Created,Total PR Merged,GitHub Actions Used,Longest Streak,GitHub Score
ViMaL010,Vimal,2021,10,64,53,0,0,3,1.0,0,5,4,4,0,1,16.54
