username,real_name,ranking,reputation,total_solved,easy_solved,medium_solved,hard_solved,contests_attended,contest_rating,contest_global_rank,active_days,current_streak,max_streak,problem_solving_score,contest_score,consistency_score,leetcode_score,skill_level
sheikh1613,sheikh1613,3563962,0,15,12,3,0,0,0,0,9,0,4,0.4,0.0,6.2,1.439,Beginner
